source_image,source_sha256,fixture_id,app,transcribed_selection_rows,inventory_status
IMG_7704.PNG,1b7e9df42add0f94f25929fb0307babbf53b88f4ca4470ba40992f7426ec6091,2026-06-25-tur-usa,Betano,0,reviewed_no_supported_row
IMG_7705.PNG,b172f04705f751203a1010f913a85a21e5f99df311bfb3130da90a26213b48ba,2026-06-25-tur-usa,Betano,0,reviewed_no_supported_row
IMG_7706.PNG,439f4bd0e90f39aed0da41f072eaaca79aa2031df552f9ae2fe72d125bf6dc64,2026-06-26-nor-fra,Betano,0,reviewed_no_supported_row
IMG_7707.PNG,14cfdd01b9ee4bfa5706cb245eba62d03968b5375a9d190e7436b52d85b3026e,2026-06-26-nor-fra,Betano,0,reviewed_no_supported_row
IMG_7708.PNG,8b7e41733a3b62528c80e6cbf200931ced24feef79064f83946cab46c26c72cd,2026-06-26-nor-fra,Betano,0,reviewed_no_supported_row
IMG_7709.PNG,3da52f7134b8b098cb52fbd7a111b66ed66ffd346899f9a919f66e20f6df9269,2026-06-26-nor-fra,Betano,0,reviewed_no_supported_row
IMG_7710.PNG,c82285ae1804283b7dd8b44d37ee246d5b8f192e0929cd4b413b0c0350e4d501,2026-06-26-sen-irq,Betano,0,reviewed_no_supported_row
IMG_7711.PNG,61f0ca08718b557430632440d96e833ef0bdcd15384d9c226fefbd8ad51effa0,2026-06-26-sen-irq,Betano,0,reviewed_no_supported_row
IMG_7712.PNG,4f70d417c27b7a9663d6b7a2e12c44d62e92fc2df73f7eb801d64b22a6559302,2026-06-26-sen-irq,Betano,0,reviewed_no_supported_row
IMG_7713.PNG,22eca4a76ef8d3611171350654a038074cae575b86aa7f2b8f2039c6758cfde6,2026-06-26-sen-irq,Betano,0,reviewed_no_supported_row
IMG_7714.PNG,33d5b23120506000305ecfa60706f903d196c97da7aebc0ef9eccf2120300d45,2026-06-26-uru-esp,Betano,0,reviewed_no_supported_row
IMG_7715.PNG,801e8b52efc2486cdd9f4c6933c2b4b02c476152582f274805e4b2e491f0fe60,2026-06-26-uru-esp,Betano,0,reviewed_no_supported_row
IMG_7716.PNG,d2b22725e10e67fff89a84dc20fe9858057d4fa4a036e61b3b31914d00b5b86b,2026-06-26-uru-esp,Betano,0,reviewed_no_supported_row
IMG_7717.PNG,47d4fed356ab0f115be818741506e29ccae64251e878945ffb438831a1d84e30,2026-06-26-uru-esp,Betano,0,reviewed_no_supported_row
IMG_7718.PNG,c65bf299383c2fadcdd045121377e32befba34bcb0d537e5f38cc0866d747b8a,2026-06-26-cpv-ksa,Betano,0,reviewed_no_supported_row
IMG_7719.PNG,28324bcf95f5dfa0899c0644dd0c1475acaced3f45ceac240da7ee6629178de8,2026-06-26-cpv-ksa,Betano,0,reviewed_no_supported_row
IMG_7720.PNG,e4629a6cda929d6d01c3226d9957a9148196bc7a638c2d480a83bf329c74b27a,2026-06-26-cpv-ksa,Betano,0,reviewed_no_supported_row
IMG_7721.PNG,8b760e4d9b944edc237d378c87b4b627937fb7f45fdb8492391075807f4b0eae,2026-06-26-cpv-ksa,Betano,0,reviewed_no_supported_row
IMG_7722.PNG,57224569e8aaff212aaeb08e44af3e358e76f36c63520b45951daad930260d79,2026-06-27-cro-gha,Betano,8,odds_transcribed
IMG_7723.PNG,7371440a7a556c0dd6f1e52f17a3d4108f391e7570fdf6a052c50c96267646ee,2026-06-27-cro-gha,Betano,10,odds_transcribed
IMG_7724.PNG,15bcda60ab7b723cc34d7845fd5a897b7ebc3915d8471b8b6a7ffaacd72c350f,2026-06-27-cro-gha,Betano,5,odds_transcribed
IMG_7725.PNG,6649c83f373e08b48b9061b328c5b73cf24b588ac9fa248e019b26858c7f388f,2026-06-27-cro-gha,Betano,14,odds_transcribed
IMG_7726.PNG,029898d02952307f4346fe2a415c6f797dc76c56a020a913e3e65866a6ccaf13,2026-06-27-pan-eng,Betano,8,odds_transcribed
IMG_7727.PNG,803330f5889d7e1a34396ced76dd93296c18f91ad7ef06a2c155f4abe5d45391,2026-06-27-pan-eng,Betano,10,odds_transcribed
IMG_7728.PNG,28b8d2723416f6220480ad500288fd9f0cecd7f5f0b3ad1171a4b5fb4fd1a23a,2026-06-27-pan-eng,Betano,5,odds_transcribed
IMG_7729.PNG,167fdfcbd1ef506861c734f3fb47df431880e7bb4c7a49d1689331b9d6e8139f,2026-06-27-pan-eng,Betano,14,odds_transcribed
IMG_7730.PNG,d05f101c96a0af5faf677f542d5b3c16ff496fb2d49a4642711fd33bd3cd8e94,2026-06-27-col-por,Betano,8,odds_transcribed
IMG_7731.PNG,35982f76a9adaabb6e7bbbdb1b60db8039e98f7ada22e6dfd26e9a536637842d,2026-06-27-col-por,Betano,10,odds_transcribed
IMG_7732.PNG,a6a8fc56678724d09b4761760dbebebddd3f19d2e8bd27daf790fea375d8b43d,2026-06-27-col-por,Betano,5,odds_transcribed
IMG_7733.PNG,d081a513f36b905e18c1294c801ef61edb777367aa0861dc5b3ac501f3f67939,2026-06-27-col-por,Betano,12,odds_transcribed
IMG_7734.PNG,cdb9f126cbdb6841ee926884413f49cffa22cbdfd289810fc1ad9601c70b7a85,2026-06-27-cod-uzb,Betano,8,odds_transcribed
IMG_7735.PNG,167148286ff3f7fb70487771c26f0b7ea38ffe4e78cee5388909f02d0f236250,2026-06-27-cod-uzb,Betano,10,odds_transcribed
IMG_7736.PNG,1778e005237e17e23de2f54787948aace0396e5e7c7f70e96b0c787c5ac84c2d,2026-06-27-cod-uzb,Betano,5,odds_transcribed
IMG_7737.PNG,964710a972200f5dbe48040227ede7bea85e4c0751eb023fd1193f0b1ddf3d89,2026-06-27-cod-uzb,Betano,12,odds_transcribed
IMG_7738.PNG,09c06494a1d67191083020af156f470beed38240e1ae9d318d146d013942946b,2026-06-27-jor-arg,Betano,8,odds_transcribed
IMG_7739.PNG,767edc0c17a40421b35b627cce33a7bbcf5ebd84bdd1747507988ea94867f682,2026-06-27-jor-arg,Betano,10,odds_transcribed
IMG_7740.PNG,56ef5167d446be5e176e5e30bb1b0ccd745cbeffe23aeb87de58b6298ce66c1d,2026-06-27-jor-arg,Betano,5,odds_transcribed
IMG_7741.PNG,44d2466c4a3cfa8dd717f4bbaa3081ef656028f46c6acd521a105e6e21ccb8b4,2026-06-27-jor-arg,Betano,14,odds_transcribed
IMG_7742.PNG,aef68d42a2a06d02f7f2b4033af5c1e2e1b64ac6222fe4f497fbb6a528ed567d,2026-06-27-alg-aut,Betano,8,odds_transcribed
IMG_7743.PNG,14f3dda61d588d29f571bbfc16ed3ce02dd30ab164e58d65733d0a83be0c72fc,2026-06-27-alg-aut,Betano,10,odds_transcribed
IMG_7744.PNG,4308aa5c72fa8d381d7d2655586e91e20b76035344ccc316b5bf657e927984c1,2026-06-27-alg-aut,Betano,5,odds_transcribed
IMG_7745.PNG,73b7c4f695f538f34f69b612e9a1fd0b77f2d19a6f0168e0b3b6682ea3dec844,2026-06-27-alg-aut,Betano,12,odds_transcribed
